name,RA,DEC,Period,T1,incl,inclerror,q,qerror,t2t1,t2t1error,f,ferror,l3,l3error,r1,r2,L2/L1,R2
TIC 73455146,190.906603,-46.934674,0.669278873,6546.75,81.82161746,0.225936402,0.186485716,0.000891377,1.03563974,0.001069384,0.51514719,0.011949942,0,0,0.551271352,0.271453656,0.263829435,0.997013669
TIC 122891349,278.4003632,46.59490295,0.33013088,5810,69.39241523,0.152005871,6.143155798,0.067421809,0.978615336,0.001075737,0.351334503,0.010307793,0,0,0.252619199,0.554399328,4.541996431,0.994506427
TIC 38907808,69.4482161,-65.27611895,0.276161842,5828.333496,67.01992601,0.557449457,3.225647223,0.418523154,0.973852487,0.002095447,0.19778171,0.024826353,0,0,0.295072835,0.495956417,2.595275445,0.984786515
TIC 219254827,66.0051182,-50.10708589,0.310535026,6178.75,71.87652651,0.180034951,0.10923671,0.000715408,1.004414755,0.00128324,0.411139529,0.018018536,0,0,0.585728352,0.226117113,0.148639585,0.998077879
TIC 309809572,225.2899571,48.80441693,0.326703851,5668,64.72486944,0.416312287,5.249212977,0.242650063,0.923568277,0.00215515,0.51627459,0.009962207,0,0,0.273276566,0.549793077,3.081421888,0.993577366
TIC 43398254,10.66862014,-29.94396442,0.301631947,5713.35498,72.59412146,0.208060122,4.630749548,0.08684995,0.943785613,0.000835486,0.389730427,0.008298424,0,0,0.276788623,0.534677239,3.082347983,0.985738502
TIC 441570283,109.2705143,77.17388733,0.298286045,5260,82.60429565,1.102334119,0.4262735,0.030812772,0.986282795,0.002122466,0.131138609,0.012717036,0,0,0.464978785,0.317018315,0.439540522,0.995456485
TIC 336674747,354.4009508,7.048406419,0.365949234,5015.899902,72.23221924,0.350042633,1.909693739,0.232654248,0.978990861,0.00155286,0.04022904,0.005777186,0,0,0.327532776,0.440701593,1.652865354,0.996202268
TIC 270352945,31.88092727,5.684900128,0.444657507,5444.666504,100.434221,2.362875558,1.785301677,0.019887881,0.963444488,0.003498772,0.306826576,0.021681536,0.187079465,0.002842377,0.354843727,0.455286137,1.439626242,0.967251655
TIC 306772761,121.0431734,-67.91575053,0.41309548,6288,69.30012956,0.795733286,0.26842051,0.039505336,1.009875775,0.002369522,0.230576086,0.029143498,0,0,0.509591036,0.285373525,0.321094377,0.998144242
TIC 201425836,92.19778609,-34.41656517,0.662035835,6813.333496,71.97043079,0.74395275,0.267937788,0.047528575,1.024995946,0.00357787,0.625712326,0.054610027,0,0,0.531411143,0.309727549,0.355084607,0.997375063
TIC 268686130,17.72335165,-18.96064947,0.467212014,7836.25,83.2004298,0.481111366,0.168404035,0.001152323,0.964611529,0.001842057,0.348306326,0.020553296,0,0,0.551711872,0.255052581,0.191728146,0.992312828
TIC 57229962,251.1066361,41.9691971,0.42343327,6854.333496,71.4120615,0.8895878,0.227330874,0.023305808,0.982332708,0.002373062,0.429122073,0.032103739,0,0,0.532724896,0.283231365,0.263092307,0.998342425
TIC 459971813,75.13958682,4.440282548,0.376772381,6288,62.41504667,0.489841116,3.778635489,0.415990498,0.972563668,0.002626679,0.364813423,0.031779075,0,0,0.292237553,0.517857845,2.914476469,0.995546454
TIC 428772119,26.49425878,80.08203473,0.319030349,5671.555175,84.71295264,0.208716086,2.609710976,0.012162532,0.940996783,0.000854303,0.07820141,0.005397276,0,0,0.304507513,0.470794057,1.909027622,0.998105343
TIC 9845586,48.21650797,-7.738928776,0.359933874,5421.280273,83.5792288,0.441183651,0.940908289,0.101349459,0.987777227,0.002479067,0.043266934,0.003838819,0,0,0.389257275,0.378537604,0.902075164,0.997969639
TIC 350716073,88.323344,-56.486022,0.392897001,6224,72.0684965,1.594052442,0.120808421,0.016329341,0.976923566,0.004516809,0.606377851,0.024557758,0,0,0.58505493,0.241252248,0.153121623,0.996831393
TIC 237092476,231.2113762,24.99544284,0.244702751,5333,73.16991411,0.132728095,0.921772966,0.122088039,0.981902784,0.002103096,0.012500847,0.002113947,0,0,0.388211802,0.373854565,,0.995734734
TIC 406732815,188.2511842,26.71621178,0.23741006,5003.639648,74.02696243,0.068941681,1.911966904,0.032423021,0.96176124,0.000750661,0.066830513,0.003805158,0,0,0.329479397,0.442733044,1.524209841,0.996044029
TIC 141871560,94.11558288,-74.44703126,0.629708527,7092.75,81.91422972,0.447813121,0.165422176,0.001597174,1.012509244,0.001579086,0.610110791,0.029120206,0,0,0.563776683,0.266407166,0.223611502,0.998690127
TIC 24066056,276.5671651,34.91894787,0.402218123,6529.754883,60.08530365,0.521822771,0.500282348,0.066328633,0.959567826,0.004147315,0.362557397,0.031339804,0,0,0.468463354,0.348910653,0.479735095,0.997417103
TIC 185223458,173.9556578,-6.429148683,0.277279009,4964.270019,77.70295162,0.10853227,3.990756056,0.019227336,0.944819371,0.000791764,0.025622501,0.005991273,0,0,0.268269638,0.50499247,,0.99667465
TIC 365428002,48.50322642,11.45031799,0.578362706,5133.75,62.17112433,0.091038984,0.600306301,0.022929342,0.99728435,0.001042091,0.271750362,0.008111948,0,0,0.446937438,0.358294563,0.631888287,0.999810825
TIC 193578361,265.7957464,43.45262684,0.258154065,4977.5,72.86260328,0.098136938,1.150851428,0.114201344,1.004513262,0.0016297,0.060597817,0.004000528,0,0,0.373067105,0.39776903,1.159830647,0.992922169
TIC 141914317,94.903365,-72.033454,0.437477521,6072,78.24271439,0.323034237,0.297110693,0.005077367,1.008829712,0.00148845,0.327878007,0.017586383,0.106769042,0.009362807,0.506801805,0.299756734,0.354686857,0.998901502
TIC 166660531,207.98228,-36.623567,0.343355361,5850,68.39705656,0.074340834,1.165782724,0.197527527,0.982385381,0.001633458,0.041479724,0.00199054,0,0,0.370174128,0.397165742,1.080256653,0.997524547
TIC 11598102,20.38732383,-29.13131113,0.423319453,5857.899902,76.4234591,0.113339503,0.262758879,0.002027262,1.018670682,0.000693976,0.081985213,0.000463764,0,0,0.503694382,0.275031117,0.317117086,0.996308633
TIC 219176881,91.48674747,-53.71442911,0.463812213,6728.512695,71.62654178,0.170491608,0.130676949,0.001040529,0.986964422,0.001036422,0.621169581,0.017077745,0,0,0.580268844,0.24794999,0.169918548,0.998618812
TIC 370247078,332.3807182,-59.45525527,0.362596527,6106.25,80.49953294,0.164802953,3.088746153,0.017587802,0.969469293,0.00112154,0.159040803,0.009623659,0,0,0.296148124,0.490108999,2.479380692,0.998439743
TIC 387463207,42.46787722,8.938122496,0.379998069,6157.933593,76.31895743,0.180599942,3.256540588,0.052257226,0.95704814,0.000721891,0.216712539,0.005239019,0,0,0.295485416,0.497819894,2.475811662,0.998079034
TIC 32636486,175.9966622,-29.86660126,0.399815953,5857.672851,64.47556211,0.356607299,2.684701837,0.356805001,0.966333359,0.00197148,0.216153602,0.027228699,0,0,0.31159762,0.481854998,2.13682466,0.996347274
TIC 32543789,84.57166637,-27.52049548,0.318975118,5900,65.81089166,0.328592155,3.672146248,0.263177412,0.966577765,0.001809418,0.278309945,0.019779685,0,0,0.289400946,0.5109669,2.804094904,0.989540341
TIC 17562290,243.7442948,30.27657614,0.308208807,5293.549804,87.15937888,4.789722732,2.158071164,0.037734679,0.948333347,0.001306088,0.282055144,0.021402545,0.242684788,0.008495018,0.335500088,0.468503971,1.593908552,0.985196417
TIC 286169068,227.5825213,53.72768286,0.414642671,7809.666503,68.984758,0.633543098,0.403484822,0.062982697,0.990751426,0.00260295,0.204711151,0.02185485,0,0,0.474487955,0.317618199,0.434203127,0.997651439
TIC 237915523,56.1855569,-61.09825611,0.332064513,5850,72.1357859,0.10504192,4.346149,0.038107112,0.924792954,0.0007833,0.268406482,0.009576176,0,0,0.275215551,0.523912553,2.762820836,0.990482887
TIC 69818351,337.7782448,-19.68309808,0.233360344,4968,72.39154351,0.190975746,1.528591937,0.237041878,0.937983685,0.001900736,0.128466081,0.011605836,0,0,0.353861648,0.428082365,1.103437507,0.990140356
TIC 30028394,43.44756707,-13.12898278,0.457456923,6106.666504,58.80145088,0.176842962,0.756071752,0.044318437,0.970976542,0.002633252,0.229608668,0.009913622,0,0,0.424727051,0.375971768,0.706371557,0.995857976
TIC 9070070,356.8264397,-8.086693709,0.48133844,6533.363281,72.69825195,0.882573894,0.289818829,0.020522192,1.003963515,0.00232592,0.614826877,0.05114406,0.224885221,0.021831609,0.525400658,0.316349758,0.358217925,0.998767673
TIC 47309500,231.035396,-56.837426,0.386709824,5761.5,73.70853712,0.207532545,3.123308382,0.089385128,0.947424902,0.000723105,0.220838587,0.00635835,0,0,0.299199839,0.494620531,2.273006211,0.989883084
TIC 345560724,221.8604346,22.75405153,0.361155947,6358.5,67.66838003,0.650369267,5.130041962,0.44375611,0.939913541,0.002164785,0.325930192,0.015586146,0,0,0.265228357,0.539579752,3.424402696,0.996158414
TIC 308076113,167.894938,-13.436107,0.263421795,4986.634765,69.79457062,0.109333663,1.766668906,0.104025083,0.964225205,0.000809306,0.039271868,0.003556829,0,0,0.334010503,0.4337102,1.43314531,0.992294235
TIC 368208585,264.9374874,17.9785782,0.27560674,5332.25,82.14385206,0.608495423,3.418610341,0.040020749,0.897567273,0.001461911,0.226392839,0.022058251,0,0,0.29210466,0.502348202,1.912354209,0.986160721
TIC 207496306,246.933974,56.76644947,0.329408092,5745.803222,79.68209182,0.142185154,3.787468016,0.019113546,0.921751362,0.000805959,0.170460051,0.009370042,0,0,0.280525169,0.507811544,2.445510453,0.997031357
TIC 31118189,81.21511415,-28.15328457,0.275821844,5711.924804,69.41962147,0.081497204,3.671289885,0.032419755,0.936959251,0.000731608,0.15013055,0.006253833,0,0,0.281783624,0.504152153,2.534721885,0.98713216
TIC 120607386,4.691119658,-39.67726181,0.41375033,6467.924804,60.2003417,0.11995578,0.374010752,0.017019827,0.973075945,0.001268027,0.275136713,0.013577589,0,0,0.485277957,0.316043659,0.384384404,0.999846189
TIC 13070701,75.88998302,-25.36549124,0.414022809,7211.5,78.21326182,0.259930255,0.107811022,0.000548556,0.985722202,0.001271808,0.408650608,0.017811509,0,0,0.586584433,0.225106767,0.138780763,0.999033635
TIC 423358373,14.47432415,-0.77628043,0.428693411,6318,66.79222872,0.378358817,0.497892312,0.059491946,0.930300308,0.002664194,0.278862245,0.018477701,0,0,0.462501085,0.341739817,0.427794507,0.986178615
TIC 182894226,282.200073,-45.48233,0.40848217,5409,82.54107397,0.227993082,3.566026006,0.021712162,0.927003354,0.000975642,0.112100111,0.011034589,0,0,0.281808233,0.499692057,2.332926582,0.996894061
TIC 248348545,17.18237114,-3.667862034,0.389030187,6317,69.11402859,0.52320631,3.668098916,0.325023691,0.978426586,0.0019131,0.165690947,0.016562438,0,0,0.282771184,0.504895615,2.986596778,0.998435611
TIC 115971584,266.0441044,40.28086388,0.346695704,5897.5,68.31868882,1.557269019,0.187709875,0.037123495,0.983348458,0.003736767,0.390448841,0.049212455,0,0,0.545293364,0.265558193,0.219680835,0.996579061
TIC 250114673,356.103878,-5.777268139,0.328555212,6200.333496,71.51443681,2.391540015,0.099548698,0.011738714,0.993957652,0.001952757,0.482388048,0.065911238,0,0,0.594354957,0.222294676,0.13390995,0.996627681
TIC 159981348,241.2141693,53.71981893,0.26161377,5203,85.16971874,1.272325415,1.72196152,0.208306107,0.958681234,0.002872518,0.140900644,0.019241331,0,0,0.344379321,0.43923518,1.372161932,0.996064433
TIC 251094131,37.95182046,-4.541254009,0.396238103,6316.455078,69.91906789,0.768268769,2.712419966,0.471506902,0.962516122,0.002896742,0.2131769,0.023872032,0,0,0.310521431,0.482517098,2.144255149,0.994045575
TIC 286338346,260.384889,29.8625179,0.373164158,6416.053222,75.16043453,0.280234766,3.865045494,0.088353661,0.930269819,0.00155764,0.246357214,0.013454278,0,0,0.283338524,0.513397705,2.612710642,0.992643452
TIC 149736571,245.9049839,15.95563319,0.236111841,4792.705078,71.77550743,0.145791667,1.904849102,0.077499568,0.966203462,0.001769646,0.090773358,0.002880428,0,0,0.331648362,0.444151885,1.532390937,0.990616245
TIC 89239251,58.20024496,-29.4363929,0.314288327,5297,62.1745387,0.056348519,2.629121155,0.022819549,0.920357013,0.000849424,0.102257978,0.003897524,0,0,0.305541458,0.472936556,1.704916421,0.990671238
TIC 151233402,91.25112274,12.55131439,0.809243859,6604.25,80.13271001,0.210026804,0.293101807,0.002803,1.013322784,0.001360173,0.639483531,0.0235151,0,0,0.526119793,0.319114046,0.372213142,0.995682211
TIC 9886075,48.8704341,-11.770274,0.353743784,5860.5,62.1759504,0.150937602,3.624372775,0.083405695,0.94704314,0.001274504,0.235123614,0.001904834,0,0,0.287872209,0.507593229,2.580768571,0.995465034
TIC 254303140,5.86666972,-20.69722794,0.414743119,5445,65.72648399,0.143514957,2.407575323,0.126674143,0.949660687,0.000747643,0.134831101,0.00781691,0,0,0.315102731,0.467445412,1.807865289,0.99613104
TIC 116503129,233.9207841,45.74326015,0.342697318,6321.75,64.15258213,0.888150256,0.356808418,0.079241377,1.031898662,0.006751735,0.209809902,0.04095342,0,0,0.485016373,0.30752915,0.441711356,0.989398236
TIC 141782808,117.6502172,-18.94059913,0.41753372,6506,53.60196945,0.08484186,0.379082275,0.01282846,0.975526423,0.00118528,0.452948662,0.013743118,0,0,0.495942665,0.330013914,0.40092145,0.999430682
TIC 30631330,75.19907691,-70.49759862,0.387426601,5937,69.94561724,0.36552782,5.561861997,0.204977578,0.965009258,0.001055169,0.397583491,0.012654934,0,0,0.262519631,0.54883193,3.933257526,0.993765411
TIC 154875092,195.9122416,88.40201727,0.366632472,5850,63.83648468,0.218228841,4.227468203,0.245361438,0.94984009,0.00201291,0.255088164,0.026920829,0,0,0.276671064,0.521050453,2.995095595,0.997936378
TIC 66080183,340.6610906,53.4174535,0.401375525,5220,93.93922441,0.436284972,1.876831084,0.012670998,0.941999364,0.000805216,0.338636125,0.008094571,0,0,0.352838866,0.461728176,1.350017061,0.996504594
TIC 158673914,165.079491,-40.788962,0.373097477,5621.5,86.62572442,0.405285768,2.336491677,0.012433798,0.947576443,0.000908168,0.183627943,0.011620614,0,0,0.321155466,0.468157296,1.74697216,0.998022081
TIC 180698725,272.1489878,33.70132076,0.294195951,5505.905273,83.69263551,0.141111247,2.468530881,0.009296337,0.949857293,0.00071889,0.045938322,0.000820718,0,0,0.306800617,0.463873435,1.881626719,0.997988997
TIC 267043786,4.339640834,-71.91579132,0.594576463,6720,81.93987169,0.185766793,0.29663995,0.001361753,1.0266523,0.001142939,0.334941817,0.012434864,0,0,0.50732936,0.300070177,0.373085631,0.997785654
TIC 345535359,69.59565437,10.44262008,0.424801516,5380.5,60.03935909,0.383836023,0.299104139,0.034408652,0.998295528,0.003091218,0.273628501,0.037045431,0,0,0.503186786,0.296891427,0.341979342,0.997120841
TIC 18534775,266.3003865,33.4525599,0.335923491,5496.457519,81.99830409,0.259809895,2.872657084,0.028861412,0.956001256,0.001735157,0.090892377,0.008365972,0,0,0.297600753,0.479918483,2.196795408,0.996555507
TIC 33596460,28.89936158,-24.5467361,0.424211459,6989.75,67.32181702,0.981821149,0.195946242,0.028222027,0.989114922,0.003776394,0.37814922,0.048734496,0,0,0.541507891,0.268334766,0.233240506,0.99857566
TIC 340783883,30.32809086,-37.08114808,0.308273047,5850,64.79145549,0.054633728,0.823417373,0.188422863,0.983982418,0.00248889,0.059475074,0.001410123,0,0,0.402344722,0.368192087,0.791889316,0.991276716
TIC 231922739,92.96128237,-45.32906163,0.356329453,5804,89.95678182,0.92374733,2.684219319,0.014086512,0.936792742,0.000918422,0.092914624,0.007654435,0,0,0.3032172,0.474155505,1.936079182,0.996152396
TIC 188594653,345.5040929,-13.0957489,0.374201624,5496.585449,76.53225364,0.406745299,3.605995435,0.07965583,0.934395319,0.001122473,0.345676841,0.017268506,0.128767792,0.012774745,0.295020079,0.513192684,2.356404519,0.995500342
TIC 239290086,300.2827261,44.67033287,0.368143188,5792.333496,76.01216296,0.177977006,4.203568951,0.046614538,0.93543827,0.00128404,0.268972608,0.014765462,0,0,0.277901477,0.521282078,2.79202426,0.989790393
TIC 198280388,250.2743797,60.60620885,0.488353625,6125.049804,72.5453093,0.487966464,0.322702689,0.035853013,0.990067744,0.001533253,0.261142728,0.017384104,0,0,0.496339711,0.302467061,0.355328151,0.983429164
TIC 292753203,275.178834,-74.36985502,0.505907828,5617.743652,81.4414574,0.611948731,0.414084364,0.015967636,1.009835024,0.002703035,0.220547803,0.019201511,0,0,0.473390452,0.320987196,0.47312255,0.996321646
TIC 408518243,14.14954208,10.67355984,0.439606331,7187.157226,71.32016764,0.316959267,0.248458647,0.00920426,0.981470843,0.001139742,0.142695671,0.007518402,0,0,0.511476356,0.274199917,0.27102367,0.999603679
TIC 260708271,98.459591,-59.062738,0.358936992,5939,55.52755996,0.246193168,2.732057311,0.248405641,0.921297369,0.003089841,0.197627512,0.017385805,0,0,0.308849626,0.48214288,1.840071176,0.998597211
TIC 441764197,261.026237,73.91050782,0.272886019,4916,73.91087087,0.065928817,1.984341558,0.017369642,0.934804978,0.000673782,0.056762284,0.004339675,0,0,0.325581219,0.445285237,1.372193778,0.993153945
TIC 31655792,46.57188415,-68.20823853,0.415859052,5892.75,75.69062261,0.067606092,4.430780295,0.021146077,0.93252033,0.000695335,0.249459664,0.004949012,0,0,0.272652722,0.524540658,2.928385212,0.994569016
TIC 353565609,36.10871134,71.38513447,0.380312806,5222.274902,78.42347746,0.185803331,3.082770696,0.004980833,0.957809928,0.000840607,0.144072442,0.009299191,0,0,0.295347972,0.489080801,2.312642052,0.993649154
TIC 283819432,225.947361,47.654227,0.267700538,5850,71.62800525,0.166176721,2.962239093,0.093139052,0.918641344,0.000726945,0.107633314,0.005584856,0,0,0.296221948,0.483556843,1.966324652,0.996148838
TIC 382450659,350.4021147,-45.95011012,0.288083215,5438.075195,68.97980352,0.334799308,2.762743964,0.220180589,0.953364509,0.000926483,0.039715295,0.006065391,0,0,0.297352167,0.473452418,2.104967563,0.996236572
TIC 40083136,7.238546682,-8.210490652,0.23578065,5115.666504,66.08177935,0.259923699,0.518963868,0.041778286,0.972336633,0.002679753,0.024427684,0.0023952,0,0,0.440366068,0.325574103,0.487101188,0.991797058
TIC 146520491,76.57357669,-20.13133163,0.448419751,6484.41748,78.52674437,0.476341482,0.179806777,0.005182947,0.995452634,0.000955725,0.457852501,0.020161031,0.176905446,0.015884222,0.551407007,0.26554666,0.222381662,0.999247959
TIC 200655763,320.828601,-46.37343534,0.295928414,5373.5,61.87455154,0.172846845,2.518700735,0.159655546,0.946411462,0.002017385,0.062775484,0.003976082,0,0,0.306333251,0.466715985,1.864428858,0.993933635
TIC 219843981,222.5323669,29.64959432,0.30165487,5324,82.29047818,0.167560516,3.435866216,0.015686309,0.893262143,0.000654525,0.121194976,0.007903824,0,0,0.285267638,0.497012944,1.901880509,0.995019625
TIC 72637266,31.99814836,-28.97813475,0.422444232,6455,61.09932846,0.217280013,0.346959638,0.017412705,0.943571851,0.004296442,0.308746419,0.01973209,0,0,0.493407948,0.311839563,0.32706914,0.998952968
TIC 159854359,236.7939878,53.03633353,0.326456222,5095.633301,77.90444398,0.112040782,3.496833392,0.028094523,0.929785115,0.000652961,0.108969356,0.003553403,0,0,0.283150649,0.49785491,2.263508474,0.989371147
TIC 11480757,303.9830976,37.45431286,0.4038864,7002.5,71.93856172,0.297571201,0.103337184,0.001287217,0.987044686,0.002402335,0.51758248,0.037770017,0,0,0.592837142,0.226227267,0.136900575,0.998586905
TIC 230273344,271.8964783,22.66379772,0.319934693,5812,69.457035,0.186716358,0.092670223,0.000985706,0.993952835,0.001479611,0.39362021,0.022273804,0,0,0.596800452,0.214262472,0.124053318,0.990831182
TIC 137860956,48.14494402,-19.53267842,0.385705882,5431.333496,72.37301087,0.459303989,3.351156291,0.227334889,0.948695048,0.001046047,0.110770515,0.012494895,0,0,0.28659919,0.4943169,2.428425765,0.996377258
TIC 68901227,249.6905829,39.38902812,0.275506575,5192.200195,57.26341432,0.261113285,2.370667982,0.169800519,0.90536131,0.007280218,0.131370022,0.012667739,0,0,0.316152591,0.465893989,1.422533478,0.997545299
TIC 279481568,105.529053,-56.117558,0.316673977,5341,82.51850756,0.272850255,0.327089931,0.002285913,0.987399909,0.001172907,0.090700706,0.009992152,0,0,0.485299825,0.292611319,0.346263868,0.988312345
TIC 233043818,259.6034852,22.48090149,0.371003133,5769.693359,69.62706288,0.090187883,2.047058708,0.052663013,0.942039764,0.001286082,0.081300763,0.005479371,0,0,0.324821187,0.449759134,1.547987167,0.997533635
TIC 88465768,46.76261295,-26.04234581,0.526641608,6938.057617,59.16554401,0.163505558,0.277226404,0.013637788,1.035772662,0.001729494,0.517212078,0.023901044,0,0,0.522822286,0.305787515,0.370677627,0.996303134
TIC 232527356,210.4443113,32.146639,0.366732541,5945,62.42537545,0.166860275,3.005939237,0.194000874,0.957190409,0.001358904,0.162180732,0.012521779,0,0,0.298566674,0.4880019,2.307400687,0.998947337
TIC 431481388,49.36037309,-75.76990327,0.365122193,5276,75.75617506,1.913148244,1.194618888,0.276480499,0.955393142,0.007695816,0.435096402,0.08973671,0.40324421,0.040928448,0.405840022,0.436540868,0.967883447,0.99222583
TIC 169554360,78.46920776,-17.02028283,0.341635283,5388.5,74.37666002,0.309692649,0.550641141,0.027304337,0.93025403,0.001087247,0.158566082,0.012518259,0,0,0.44511346,0.341131215,0.440142842,0.992085582
TIC 270491862,232.3423716,67.21204282,0.448568421,6016.25,72.08480117,0.430371305,3.217316297,0.228512903,0.954027064,0.001663503,0.294014729,0.019617578,0,0,0.30142299,0.50128003,2.380892686,0.993509529
TIC 206555954,333.6862923,-22.36678005,0.393977722,6708.666504,71.55350558,1.559221451,3.59839892,0.4301219,0.957051567,0.00481435,0.706588725,0.081623883,0.394900616,0.044130695,0.318657554,0.533692166,2.523265399,0.997866795
TIC 237229242,296.9703786,72.90866323,0.211374647,4269.832519,100.2987084,4.854711829,0.651480669,0.028644218,1.008178695,0.003407032,0.103370732,0.027626677,0,0,0.426392276,0.351368234,0.707337468,0.954315829
TIC 1102093577,225.9467902,47.65397724,0.267700538,5850,70.8012284,0.199780551,3.00437214,0.12268499,0.918246019,0.000699533,0.079053173,0.005285788,0,0,0.293254327,0.483116786,1.992601606,0.996073968
TIC 298498697,263.3665697,26.92998528,0.360770457,5952,75.70998989,0.081067344,2.329683414,0.010378684,0.968347128,0.000967938,0.117909481,0.006985272,0,0,0.316650052,0.463501105,1.922216811,0.989236834
TIC 22458666,186.7837597,-22.77420094,0.355917621,5948.5,58.26033561,0.127759716,3.525515586,0.035398591,0.884893494,0.001789611,0.32788038,0.009675031,0,0,0.295826382,0.510444393,1.951367603,0.990400995
TIC 47626069,278.7916066,51.88789363,0.410109466,6495.339843,56.52776631,0.173862808,0.458398482,0.026340506,0.95450272,0.003391516,0.224185947,0.017283587,0,0,0.465250923,0.330123698,0.430086347,0.996463428
TIC 5795305,348.750395,-15.04677279,0.373692737,6172.333496,60.566258,0.381427382,0.290414847,0.041544947,0.95004807,0.004167576,0.202713586,0.028524897,0,0,0.501635593,0.290060779,0.279978263,0.995930777
TIC 178859380,194.7071324,-36.97582482,0.330862737,5810,79.02664044,0.08532204,3.726109812,0.016435255,0.893704719,0.00063995,0.076917754,0.000687195,0,0,0.276352406,0.501620134,2.179591762,0.996084229
TIC 160082094,223.6084355,86.72706107,0.337157248,5179.25,82.15421471,0.353519285,0.86275503,0.228430834,0.994056596,0.003819032,0.068097726,0.006663476,0,0,0.399067122,0.373122894,0.854156015,0.995228355
TIC 76501494,228.5919246,-31.558285,0.348696593,5211.713379,64.32434231,0.253006119,3.763751301,0.15349138,0.925832931,0.001824119,0.19445911,0.002750142,0,0,0.282425362,0.508535647,2.366128671,0.989795225
TIC 159983399,241.5092191,50.18697392,0.419278621,5601,79.0524318,0.098464139,3.633168389,0.014283377,0.947070241,0.000660062,0.186700052,0.007104922,0,0,0.284778297,0.505209308,2.58909235,0.993601406
TIC 319291434,53.65433437,-9.129334527,0.351219713,6251.495117,62.23297618,0.332395951,3.497022277,0.226086687,0.918901026,0.002817175,0.221842618,0.006021805,0,0,0.289974937,0.503954536,2.288738336,0.997561555
TIC 456130400,51.66201092,42.72355109,0.351843355,5733.207519,63.31218926,0.037101064,2.007478462,0.024524895,0.931771917,0.000927878,0.010633852,0.000229838,0,0,0.321140817,0.443063344,,0.991819137
TIC 372127422,311.6156177,-71.94957379,0.794013265,7218.492675,80.86771293,2.393276644,0.179089244,0.003965422,1.021499163,0.010355099,0.654125175,0.080482972,0,0,0.560263324,0.275370638,0.2465987,0.993391028
TIC 185259483,175.108287,-6.102523,0.311029318,5333,58.42251079,0.081160086,3.176412647,0.057913006,0.802269243,0.001421451,0.598233163,0.000780751,0,0,0.323031163,0.518693401,0.98635464,0.975127518
TIC 241578867,25.68832097,-3.40929779,0.344272279,5293.333496,71.17300136,0.19393965,2.569463585,0.103111501,0.928525275,0.001152204,0.078174612,0.006076546,0,0,0.305769284,0.469434629,1.742508287,0.992630887
TIC 454222105,79.43686486,1.933321167,0.63260723,7251.333496,74.80168716,0.287230372,0.236836715,0.005164128,0.987519883,0.001659097,0.444094396,0.01236155,0,0,0.530422052,0.287544146,0.276529642,0.99644736
TIC 320536498,120.044199,9.856966,0.410840963,6631.5,56.05832345,0.076996685,0.508433949,0.011849935,0.974607777,0.001060781,0.176622955,0.004459993,0,0,0.453193629,0.335561536,0.503955641,0.998671655
TIC 116484192,233.0200857,45.56872995,0.276340043,5789,63.99837386,0.061431337,1.668975911,0.016450401,0.921782215,0.001889914,0.064732416,0.002262202,0,0,0.340898025,0.430620197,1.186029621,0.991796985
TIC 332918217,84.873237,-8.14874,0.444243353,5946,71.23934029,0.414870075,0.190394566,0.005700805,0.99157856,0.001450306,0.164618597,0.007432144,0,0,0.534451373,0.255310684,0.220635088,0.999174578
TIC 179368346,211.860811,-38.594191,0.262717931,5076,75.73294883,0.683960297,0.59128653,0.149683666,0.989666064,0.002561543,0.04466422,0.009522334,0,0,0.430244711,0.338144113,0.590784734,0.99702327
TIC 401760851,338.0149247,-78.88154748,0.279315446,4881.6875,71.13371212,0.118349616,0.869804519,0.069558763,0.982522417,0.001392633,0.03898503,0.006025625,0,0,0.395723394,0.371174404,0.813833765,0.9906829
TIC 445924091,47.84452325,9.183954808,0.463727951,5245.919922,75.73579588,0.296469808,0.086511295,0.000762697,1.024413907,0.001875522,0.344782917,0.021553071,0,0,0.600297664,0.208104427,0.130480303,0.998546131
TIC 362027102,66.0857474,5.437427207,0.362258261,5292.333496,60.43441668,0.132023645,1.876245164,0.128628624,0.976455861,0.00166728,0.060134181,0.005410153,0,0,0.330555948,0.440583379,1.616853228,0.991872653
TIC 243319567,289.7003303,55.59433861,0.438977546,5273.350097,79.97091971,0.21925673,2.267232569,0.042405355,0.975442711,0.000987163,0.172151458,0.00808129,0,0,0.322897403,0.464846251,1.892034334,0.997189074
TIC 419635446,323.4378796,-67.56358858,0.390807722,5939.333496,78.16734875,0.186893726,0.299721145,0.003064239,1.018355141,0.001216405,0.125085075,0.008225806,0,0,0.494726702,0.287825082,0.359580642,0.998668322
TIC 158565141,222.3652286,57.29863449,0.275211638,5070.649902,65.85600328,0.424585215,1.559326003,0.074124113,0.925225919,0.001200428,0.148815009,0.012698034,0.197851141,0.018406638,0.353820657,0.431439157,1.063000374,0.998460406
TIC 5637753,32.28242774,26.48531098,0.299295182,5095.080078,81.7464432,0.104634955,2.815771743,0.010850024,0.956464463,0.00061915,0.062582731,0.000926583,0,0,0.297345802,0.476492355,2.123652167,0.996790272
TIC 74073423,83.09282062,25.35210859,0.307467423,5674.75,72.62448054,0.171235499,4.075734774,0.080435449,0.907661613,0.000717017,0.134795181,0.006237566,0,0,0.272789759,0.512139024,2.460450673,0.997399008
