name,RA,DEC,Period,T1,incl,inclerror,q,qerror,t2t1,t2t1error,f,ferror,l3,l3error,r1,r2,L2/L1,R2
TIC 365056605,20.26481537,7.606005111,0.475620351,6333,66.46867805,0.314380551,0.425978225,0.029162541,0.986191779,0.002365107,0.155907255,0.018416861,0,0,0.466691386,0.318744002,0.44428968,0.998263127
TIC 180697987,272.0775586,34.57671876,0.291437539,5375,74.28530573,0.110564039,5.020590634,0.040456639,0.883381075,0.000903184,0.269320516,0.000898867,0,0,0.263992106,0.535386894,2.488015459,0.994274255
TIC 398336271,295.1774277,86.35251456,0.536730048,6010,80.45271207,1.143578374,0.117011186,0.003047649,0.99916216,0.003408246,0.367675082,0.075884787,0,0,0.579427781,0.229250461,0.153899233,0.992102816
TIC 382266319,82.847106,-58.202602,0.344232078,5512,89.88683977,0.98914701,2.781476069,0.015270058,0.907107528,0.001109605,0.091115148,0.003341482,0,0,0.300213394,0.477134545,1.725294216,0.992908345
TIC 219517559,247.150603,47.299536,0.359911693,5095.633301,82.48995288,0.544302028,0.473576647,0.016761078,0.986792782,0.001428987,0.087100173,0.003188739,0,0,0.452877807,0.322644246,0.480523289,0.997574239
TIC 284863911,77.12554165,11.52926943,0.342949157,5156.616699,59.64288919,0.855993913,3.447961893,0.703759356,0.986965397,0.005301539,0.173564455,0.039012566,0,0,0.288171159,0.500152282,2.874592127,0.98475408
TIC 74107579,264.5231263,-56.82146991,0.628854318,6941.297363,85.55578168,3.585906691,0.376045992,0.009318958,1.010476513,0.004802608,0.321030255,0.047504999,0,0,0.487812036,0.319749662,0.436644727,0.991189709
TIC 405533713,202.443186,-32.333918,0.27991668,5850,67.18872685,0.224749121,2.825288862,0.145903007,0.905675501,0.001478619,0.113283178,0.002713155,0,0,0.300416102,0.479819788,1.7824264,0.997880522
TIC 146557531,77.34178942,-19.54266167,0.270727142,4876,72.18030612,0.148003821,5.574851564,0.07441508,0.968087515,0.001308694,0.099809792,0.000914042,0,0,0.247843492,0.536644059,4.059868566,0.986719927
TIC 116520408,234.1439947,46.63589009,0.290934947,5014,64.23754874,0.11519559,2.735167419,0.09591063,0.902059119,0.00133498,0.085327235,0.001353758,0,0,0.301184418,0.475325327,1.564391216,0.997543758
TIC 468293391,7.116532919,78.96184917,0.317403964,5820,66.33084992,0.235318638,1.809748722,0.091532641,0.922317662,0.002969238,0.101112121,0.017074448,0,0,0.336850542,0.440466547,1.278394382,0.993031489
TIC 229687624,262.9885266,57.17843194,0.617437463,6989.963379,70.33867053,0.22996573,0.33950383,0.015534533,0.991441339,0.00126319,0.372236994,0.024619457,0,0,0.499054204,0.314265639,0.381011264,0.996387433
TIC 219750638,261.1122847,64.20663661,0.407220721,5988.333496,71.60919323,0.158003687,1.596461352,0.113826161,0.990899546,0.00090403,0.070404277,0.004646398,0,0,0.345191367,0.42716579,1.483758091,0.996554035
TIC 349231109,205.697143,-18.88536097,0.408900236,5865.674804,63.74155809,0.052034642,3.863334939,0.018070184,0.947466702,0.000861523,0.222737263,0.003665569,0,0,0.281997003,0.512141502,2.755064953,0.992933076
TIC 262434790,73.49546607,4.020377694,0.314584906,5324,81.76560528,0.241449393,2.815246075,0.031714743,0.940979088,0.00090921,0.15538059,0.009568465,0.150934177,0.005083168,0.30350296,0.482060641,1.987150302,0.993534722
TIC 261089147,81.70719496,-81.58533533,0.461614391,7620.5,79.05255377,0.144887576,0.224186911,0.00094778,0.940700132,0.000982299,0.398517981,0.011325409,0,0,0.532265556,0.280348954,0.230210772,0.982963854
TIC 97578357,106.971039,-34.83339756,0.367345107,5773,64.13081819,0.164986573,4.262746368,0.098105349,0.906738188,0.000903047,0.20132823,0.000549001,0,0,0.273028037,0.51909828,2.535634602,0.998369959
TIC 88646716,135.8505252,38.09849926,0.414887239,5790.964843,68.06018052,0.10554484,3.901841309,0.063539781,0.938184328,0.00069624,0.183783642,0.000852686,0,0,0.278956428,0.510960341,2.682719703,0.999107111
TIC 55778901,182.2604165,56.03165374,0.354517518,5812.100097,85.60963698,0.358838304,2.246183325,0.016194379,0.966398269,0.000960267,0.124864725,0.009716468,0.058308786,0.003803046,0.32022483,0.460827259,1.842547979,0.998203799
TIC 340704073,6.205840663,-27.73863561,0.313795044,5150.370117,83.4226937,0.141458895,2.690032498,0.012554506,0.922959394,0.000726408,0.057958777,0.002022874,0,0,0.300693925,0.47220338,1.748207435,0.995660939
TIC 198457457,261.8344024,56.37497584,0.403191948,6921.036621,55.46253291,0.072094444,0.695017425,0.007976303,0.922202474,0.001685406,0.14116274,0.003913466,0,0,0.423991105,0.360351125,0.5604729,0.998439251
TIC 121009628,55.5613719,-20.14608195,0.282144828,4893.5,79.4911217,0.132846686,2.44002052,0.03599425,0.935477619,0.000683273,0.099670386,0.002900161,0,0,0.311501656,0.466304463,1.656882543,0.998270847
TIC 402373570,34.4911536,31.26328025,0.310502836,5439.75,47.976811,0.294094611,1.514370381,0.155399449,0.953099124,0.005903399,0.194449738,0.005225084,0,0,0.360370123,0.432763482,1.204555632,0.997340081
TIC 232449809,93.452051,5.953134,0.500465202,6216,82.19339005,0.417253113,0.49327501,0.013451682,1.006756186,0.001912129,0.40863962,0.015221924,0.283675019,0.005132971,0.473081485,0.351349756,0.554379808,0.99668835
TIC 363468465,147.6483624,-61.62532668,0.582079724,6373.666504,61.41010277,0.126277664,3.69896588,0.059401438,0.967467603,0.001693414,0.390103177,0.009152933,0,0,0.295588954,0.517592329,2.799857025,0.993449579
TIC 117978580,71.74587639,-14.62313781,0.527791079,7401.5,80.59180743,3.121078014,0.326311408,0.002458038,0.98554265,0.001784723,0.307752317,0.013081934,0,0,0.498219365,0.306471261,0.35977018,0.99331501
TIC 271958272,295.7166762,43.1646162,0.390636195,5702.850097,60.98300433,0.384364907,0.696930292,0.120220918,0.985788388,0.00366113,0.069629982,0.010584768,0,0,0.417766272,0.354409402,0.683148669,0.995873304
TIC 207085748,23.13721749,-49.52813635,0.362333096,5850,96.19159822,3.124698914,2.441784649,0.03631877,0.951090811,0.001711307,0.126006257,0.015567657,0,0,0.313296721,0.468077361,1.873688355,0.991888512
TIC 257722604,37.25801219,-30.43118561,0.386237809,5872.700195,57.31287855,0.109201763,4.265974792,0.011407431,0.897675103,0.001472169,0.361389177,0.00779444,0,0,0.281930416,0.527028255,2.408510795,0.995074743
TIC 47352608,162.623808,-2.695338,0.44365786,5875,64.46831186,0.054843649,2.936600104,0.0177633,0.939889489,0.000967008,0.235992932,0.003388545,0,0,0.30534772,0.490460557,2.093767453,0.984394285
TIC 388705796,340.4565266,56.27610401,0.516005906,5871.333496,84.45461694,0.991685949,0.466340755,0.028724284,0.972532324,0.00244188,0.346964609,0.016057284,0.061814965,0.006623935,0.472729678,0.341132607,0.466119589,0.997064105
TIC 309659124,79.50864767,-60.68801484,0.248301897,4883.709961,65.63523863,0.149783478,1.754838383,0.269194551,0.923562509,0.002760862,0.055731499,0.007308124,0,0,0.335885324,0.434352188,1.155024385,0.996155018
TIC 67707714,225.1955812,35.13187321,0.317055336,5321.333496,78.25339322,0.197569511,2.482049769,0.058660326,0.935089097,0.000706716,0.052055474,0.004318423,0,0,0.306781978,0.464745171,1.751406948,0.999684576
TIC 290034099,290.5489269,49.47621783,0.592325131,7810,82.42689904,0.209417966,0.313718851,0.001450914,0.990968527,0.001252344,0.459435322,0.011085235,0,0,0.510384027,0.313124557,0.359097432,0.994280717
TIC 405352433,22.56860021,13.55700902,0.324578008,5286.899902,79.24020785,0.152312409,2.065784332,0.041103797,0.983879034,0.000740033,0.09333803,0.004863539,0,0,0.324958817,0.451401827,1.81490763,0.99598557
TIC 340782794,19.15862735,-39.70870366,0.379717066,5810.75,75.57512468,0.083171289,2.545293486,0.027612659,0.984511937,0.000731747,0.071254093,0.002933535,0,0,0.306063344,0.468172658,2.214015034,0.997463218
TIC 393978805,329.1146376,-55.10657353,0.421538333,6245.430176,84.45170853,1.122602298,0.315176835,0.012033928,1.029564877,0.001154299,0.209973711,0.019281856,0.38323862,0.014545826,0.49528785,0.297202791,0.393376757,0.999360538
TIC 303833577,308.9882611,49.01179458,0.278617909,4989.123535,63.34377634,0.060081458,2.348232929,0.010088337,0.88587143,0.000894299,0.116741517,0.004123317,0,0,0.315902183,0.464107121,1.238757142,0.993524814
TIC 156380098,159.886355,15.331026,0.345382235,5642.267578,49.67410021,0.238220617,2.793595057,0.153061081,0.893571578,0.002662564,0.319560568,0.0140303,0,0,0.315306547,0.491612493,1.599304037,0.996612276
TIC 398673007,13.87351488,-11.10969425,0.543616111,7082.300293,70.94984877,0.146896425,0.313491033,0.00610988,1.01307778,0.000860794,0.279721521,0.006225711,0,0,0.499763031,0.30122662,0.372751308,0.994698145
TIC 317470793,350.6008052,72.91578691,0.417316735,5673.555176,89.47776535,0.414973521,0.353542432,0.001338344,0.950979702,0.000922088,0.137900411,0.007396476,0,0,0.481400848,0.301953631,0.326212791,0.995412767
TIC 179244391,79.63560612,-68.2257715,0.285415343,5850,77.00639138,0.065180128,1.934491362,0.009630663,0.915119233,0.000819284,0.100364119,0.004972439,0,0,0.331072956,0.446195013,1.320139606,0.995420605
TIC 26182280,106.6436754,14.67594698,0.340754924,5674.75,90.79228172,7.080566415,0.395555753,0.013977035,0.925811838,0.005600109,0.288889431,0.067742658,0,0,0.481673538,0.32191924,0.331642047,0.972720912
TIC 219788401,264.5058499,63.23901207,0.274390828,4874.580078,51.5361272,0.181264696,2.196842518,0.020836293,0.897420933,0.002097058,0.197038117,0.00943773,0,0,0.32746836,0.463922816,1.212652214,0.996122088
TIC 135230069,186.146988,-38.80544431,0.314439831,5359,62.00953131,0.323074039,7.776504889,0.316571282,0.864737055,0.001899263,0.615691252,0.014106105,0,0,0.24645637,0.581160284,3.111920042,0.994861106
TIC 153826685,340.6988613,45.35144844,0.326847488,5578.5,59.93142804,0.117778024,4.096418642,0.063909563,0.893422396,0.001245004,0.179580841,0.00061239,0,0,0.274911356,0.514767273,2.271800233,0.998063166
TIC 419531467,8.291714044,62.3289078,0.313307102,5342,55.44834429,0.142719381,1.068439946,0.190861337,0.999210002,0.011015149,0.069776871,0.003896341,0,0,0.380558509,0.392193978,1.059567956,0.988878289
TIC 274088422,49.49640712,2.503212618,0.341295785,5344,63.27990795,0.12058512,6.204229435,0.046580254,0.84675108,0.001063605,0.728363629,0.012104153,0,0,0.270234952,0.570465913,2.253034727,0.991709554
TIC 355651035,358.5990217,-57.94091542,0.583868059,6362,72.98431775,0.447831948,0.35491688,0.023866413,1.007006821,0.001585092,0.216088145,0.013340766,0,0,0.485842898,0.307504905,0.40680492,0.998995819
TIC 160196709,27.5980678,-46.97439698,0.306763806,4916.774902,67.41707148,0.070509419,2.161282256,0.063849548,0.913339571,0.001046192,0.071366817,0.003097649,0,0,0.319534094,0.453829351,1.328200914,0.991486302
TIC 332910986,35.05951878,-2.867398703,0.644199025,7379.666504,84.986504,0.518374312,0.233203952,0.003960279,0.984128311,0.001340484,0.378998198,0.017026021,0.182133433,0.009299597,0.528303332,0.282505003,0.268505435,0.99728028
TIC 152359020,44.68626208,-38.55514087,0.242664415,4600.564941,51.57528458,0.147690119,2.326081579,0.085097748,0.922014583,0.001864895,0.163147658,0.007842609,0,0,0.320048871,0.466399481,1.434913231,0.986552255
TIC 405543959,256.8519825,36.25714672,0.393448306,5764,54.28702703,0.174189308,0.924455736,0.067778188,0.954260477,0.005670114,0.068235152,0.007572372,0,0,0.393113534,0.379306465,0.787191499,0.995291942
TIC 200670652,3.302846791,-52.97785914,0.300142316,5455.333496,75.96865813,0.560910247,1.336444116,0.021416581,0.885825816,0.002447105,0.889646494,0.025773303,0.605907368,0.008731799,0.445388498,0.492855448,0.75989401,0.997952423
TIC 118268204,31.07669618,24.00063671,0.405754258,5718,75.49317751,0.259494393,3.056673422,0.090007608,0.961164947,0.000734685,0.064277487,0.000612183,0,0,0.290948322,0.483772224,2.396691326,0.997051197
TIC 420134346,291.2884631,75.54943796,0.601121079,6755.25,75.44728939,0.266620974,0.215882988,0.003925373,1.001023156,0.002441711,0.271469389,0.021541507,0,0,0.529120026,0.270358914,0.259795486,0.996799904
TIC 178834939,150.8725225,-3.013135185,0.339846809,5514.75,79.62499421,0.104502709,2.037527458,0.019431612,0.968145568,0.000862618,0.08713016,0.007014625,0,0,0.325654312,0.449762902,1.690724326,0.995062382
TIC 408256672,70.56744431,-25.82535472,0.254993004,4957.66748,74.49224359,0.131234286,2.173260006,0.063546051,0.956564198,0.001093915,0.023837579,0.001975107,0,0,0.315601189,0.451087922,,0.995634477
TIC 380127556,181.848397,-59.950766,0.451035981,5649,52.50843935,0.244864937,0.495594743,0.049511107,0.972381422,0.004009386,0.199535052,0.029209584,0,0,0.457014412,0.335099156,0.48377903,0.998995964
TIC 18636142,266.8689707,32.35754094,0.431528299,6542.006347,55.73052329,0.457045609,0.361385377,0.056516259,1.007437234,0.008185041,0.162988351,0.032689012,0,0,0.481068326,0.305438579,0.410437507,0.998236262
TIC 402130407,11.64082262,-33.51615812,0.29907085,4943.490234,81.12573571,0.079894185,0.895064257,0.019096463,0.976778257,0.000781978,0.05420585,0.004242245,0,0,0.394611722,0.375113498,0.814815888,0.992425514
TIC 33004581,88.03506715,-27.71277633,0.621562386,7910.333496,56.2275185,0.506421625,3.941985649,0.440899339,0.907527441,0.006068818,0.634722308,0.063033988,0,0,0.305243495,0.535649092,2.457330321,0.995135221
TIC 238926969,94.69177062,-52.90699901,0.467245101,6358,56.35246847,0.347236246,0.424644783,0.057248063,1.003185271,0.005389737,0.165984315,0.026957137,0,0,0.467631711,0.319205336,0.468726158,0.998175603
TIC 50894724,127.0794914,-10.70782661,0.407532038,6605.25,58.94888908,0.55387631,0.308738726,0.032009153,1.030430766,0.004959469,0.250873732,0.023408021,0,0,0.499328499,0.298097197,0.387289895,0.99703437
TIC 198388252,258.1953385,57.05288894,0.395179166,5861,73.45834147,0.207020616,4.04519149,0.058533085,0.955044332,0.001194065,0.285685914,0.010005625,0,0,0.281939657,0.519063221,2.923762988,0.97491975
TIC 376023519,317.2822086,62.88890449,0.364144379,5527,61.81138279,0.123521114,3.426369833,0.075676192,0.890407764,0.00139153,0.171964451,0.001488851,0,0,0.28857728,0.499540428,1.905341346,0.996946417
TIC 140132301,127.33621,-43.842238,0.656707419,8930,49.42756722,0.572072454,1.043971839,0.060476022,0.947209271,0.004068469,0.565943936,0.040418482,0,0,0.434097844,0.441449775,0.920140525,0.998994591
TIC 100735916,311.0687067,-53.84453758,0.40522003,6745.902343,54.2516294,0.231605739,0.316344242,0.028125209,0.965277161,0.003797626,0.251401488,0.034639215,0,0,0.497382727,0.300164164,0.323526927,0.999387722
TIC 276963370,276.5002027,-79.26522502,0.372418284,6057.5,58.90152015,0.390270949,0.27361508,0.031633871,1.015373823,0.003411186,0.171857481,0.032638365,0,0,0.504916718,0.283424541,0.329762818,0.994565408
TIC 69818350,337.7752544,-19.68289659,0.233360343,4938,67.88586752,0.100826828,1.453112678,0.144234132,0.931998704,0.001407321,0.027505811,0.0033658,0,0,0.349726063,0.415414414,,0.98755677
TIC 314459000,319.1213059,55.38617321,0.858668508,6151.1333,79.87522595,0.2042404,0.179884663,0.000817257,1.041760568,0.001286553,0.60024812,0.009917422,0.008507311,0.000371781,0.557577226,0.272900119,0.265420803,0.996874766
TIC 295048755,269.5126332,-70.24792168,0.3950562,6162,58.61504626,0.398489489,2.108137558,0.298703772,0.986570779,0.006023101,0.063658938,0.012115399,0,0,0.321039446,0.451108743,1.88294643,0.984245495
TIC 198416591,260.0911976,57.97418094,0.338667479,6295,59.24183076,0.211026805,3.691660135,0.248282928,0.946141886,0.001187625,0.196157029,0.014342061,0,0,0.284065733,0.507029469,2.670592184,0.977567022
TIC 347810193,199.0076969,-17.24750773,0.328546336,5338.399902,83.86317216,0.16477716,2.436536391,0.010531144,0.936359828,0.000782196,0.12420921,0.005074692,0,0,0.313349362,0.467775459,1.716573565,0.994277898
TIC 438365313,97.16814676,16.49372138,0.494429582,7753.333496,76.81767137,1.799650989,3.338444656,0.214831886,0.936683124,0.006419672,0.868667526,0.069602532,0.444298216,0.032166632,0.338286084,0.539143015,2.222466317,0.998620334
TIC 445133704,11.12758944,54.00423088,0.324071694,5490.033203,58.60349475,0.062132547,2.440325714,0.071542917,0.835505426,0.001385759,0.148067621,0.000457707,0,0,0.314907633,0.469467008,1.046356881,0.992183591
TIC 72444850,187.3492564,-47.33613025,0.415023686,5761.799804,66.37862052,0.441429591,3.023938066,0.322371522,0.977566108,0.002618482,0.070620453,0.01156935,0,0,0.292201238,0.483196083,2.514191783,0.990367213
TIC 220416446,71.195286,-54.45063,0.309659016,5243.75,61.0756098,0.104855308,2.447067065,0.143285314,0.909850058,0.0014498,0.078144046,0.007975495,0,0,0.309754877,0.46516581,1.515141347,0.987053206
TIC 115412010,252.0647209,44.74131042,0.301884367,5258.473144,73.4359563,0.165734548,4.521760884,0.0676674,0.902393358,0.000912727,0.137465615,0.009510461,0,0,0.265052415,0.520934244,2.517121798,0.996546238
TIC 389728831,350.6957022,-42.81075714,0.260908859,4958.245117,71.46994425,0.201558447,3.675030523,0.10744257,0.926384506,0.000819851,0.099798697,0.005954156,0,0,0.278746255,0.501616163,2.295138172,0.990313118
TIC 193322682,178.1311875,-15.95066424,0.333691893,5753,54.22577342,0.089958524,1.192723241,0.008305089,0.923111452,0.003209257,0.031728133,0.003483771,0,0,0.367277139,0.398300131,0.878002403,0.996084082
TIC 392536812,280.4674436,58.05647313,0.590488075,6612.419922,81.2823853,1.164775612,0.12200682,0.005834695,1.035470787,0.00292539,0.861127917,0.043992466,0.256213512,0.028417872,0.593225791,0.253260949,0.193708097,0.998696741
TIC 432208244,130.2039354,0.164471085,0.255305629,5053.910156,73.52468361,0.410902137,2.270743619,0.246767627,0.921615857,0.001862382,0.051178551,0.011816032,0,0,0.313980629,0.456822988,1.473091634,0.988876864
TIC 71026173,65.82161874,-13.04480803,0.679762499,7302,68.70272808,0.119176612,0.153857845,0.00184645,1.019754274,0.000962254,0.719991213,0.009578892,0,0,0.573162136,0.265856388,0.218009625,0.998233814
TIC 288391801,267.2352956,78.12285516,0.390507586,5970,71.951902,0.237535341,4.692268977,0.111962606,0.891481548,0.000936343,0.2694543,0.00134412,0,0,0.269242467,0.530048057,2.59521954,0.995952439
TIC 381950094,76.68788332,-59.05095994,0.427255075,6529.753418,53.78312926,0.07579264,0.478024693,0.014752446,0.963530519,0.001273225,0.177008707,0.00680756,0,0,0.458408581,0.33020952,0.458586595,0.99754285
TIC 176958076,101.217426,-66.615788,0.402699929,6001.75,62.69466917,0.585199409,0.316378499,0.050314573,0.967689559,0.00365786,0.133599989,0.031389421,0,0,0.490602561,0.292669449,0.317693096,0.986383296
TIC 388129029,63.710867,-68.236093,0.297321827,5042.325195,62.33205832,0.62690277,2.698399922,0.560655389,0.950792506,0.005370005,0.12443185,0.028007825,0,0,0.304914009,0.476552839,1.972300544,0.975715768
TIC 293195900,339.2794527,2.874759297,0.597656008,6532.65625,60.95624428,0.136759681,4.825151553,0.087108842,0.913358528,0.000907855,0.486039139,0.000993039,0,0,0.278666778,0.542308721,2.880426688,0.996623674
TIC 71032040,152.9788716,-34.84937306,0.405398604,5432,63.00098381,0.12751968,3.853106043,0.081242079,0.912816291,0.001170242,0.145136043,0.001385168,0,0,0.27771363,0.507947981,2.333403739,0.994501473
TIC 18566969,266.7690728,29.8979594,0.56370169,7128,61.55915676,0.594126763,5.073082599,0.613417666,0.922103869,0.00344462,0.574116294,0.059979899,0,0,0.279255824,0.55002354,3.126096688,0.998513567
TIC 166853161,40.52435893,-48.6728016,0.297214173,5770.25,52.61151385,0.15515281,2.574519484,0.119571886,0.923833477,0.003697419,0.102691074,0.00996805,0,0,0.307291011,0.471147311,1.761921769,0.995663196
TIC 35744707,40.02548246,-5.943226412,0.346318052,5393.5,77.19897905,0.178378092,1.954061746,0.096917299,0.915043891,0.001042662,0.061574897,0.005110779,0,0,0.327239143,0.444271885,1.289685313,0.994734274
TIC 220654235,245.6239485,-57.52164083,0.47901564,5639.666504,96.51028599,6.115797235,3.443632578,0.130393919,0.837009752,0.005495057,0.51089285,0.057489816,0,0,0.309566218,0.519106667,1.411149765,0.987127671
TIC 149837469,352.0045549,-33.99767082,0.385788823,5458.222656,83.70714747,0.186967045,2.471260978,0.012431347,0.953813275,0.000741232,0.019052881,0.003582529,0,0,0.304851758,0.46226682,1.911470944,0.998579297
TIC 233207585,266.0013916,70.2588383,0.308083462,5355.5,75.13367731,0.079962849,3.806093844,0.024140232,0.903765819,0.000674151,0.097807703,0.003937697,0,0,0.275935172,0.504504135,2.208442617,0.996647055
TIC 214657111,349.0130241,-15.89206633,0.469904084,5973,57.31710049,0.091218247,0.592597184,0.014006676,0.929490988,0.001786747,0.148615356,0.005862673,0,0,0.438119095,0.346794162,0.483862288,0.998321373
TIC 291728959,358.6633119,36.75443561,0.367012471,5632,52.13826536,0.121005631,5.802298313,0.134164205,0.885744418,0.001653777,0.512371933,0.013430989,0,0,0.264870115,0.556796282,2.847428038,0.994720705
TIC 356001283,240.4732046,24.87153816,0.268734694,4879,67.5373312,0.044923177,1.6830328,0.013647797,0.928836838,0.000938758,0.016802839,0.000455409,0,0,0.336319809,0.42768432,,0.996200285
TIC 238170857,357.2036259,-69.78155402,0.393017514,6276,57.33009956,0.335358953,5.37144706,0.28099335,0.90259989,0.003345315,0.317627816,0.012372297,0,0,0.261239015,0.542765637,3.091945141,0.993211993
TIC 404460906,15.8639747,-12.17306388,0.586036719,6984.443359,54.34848038,0.270256128,3.77285094,0.348085267,0.904421966,0.003117183,0.611512301,0.041605854,0,0,0.30779462,0.531346207,2.244515975,0.996891229
TIC 286169292,227.7656241,52.84171863,0.440147975,6367.572754,66.20810982,0.53631854,0.322471119,0.038802445,0.999200381,0.00187681,0.173795357,0.023921705,0,0,0.491296592,0.296768591,0.362085516,0.981407027
TIC 345451479,57.98765058,9.691532375,0.442872021,5300,70.8076153,0.09591588,2.146272603,0.075766909,0.942307399,0.000865803,0.060061643,0.005393417,0,0,0.319282088,0.452441686,1.581140337,0.997948162
TIC 233904049,304.745613,56.60533999,0.311230063,5649,90.39783438,1.299890592,2.193122909,0.011030719,0.94906434,0.000870331,0.075369001,0.008265002,0,0,0.318609789,0.455385904,1.685821206,0.999364446
TIC 179034632,64.14717785,-25.10608896,0.387485454,5472.200195,65.96800403,0.065003925,4.398539366,0.036666214,0.905693117,0.000682624,0.20814786,0.0011698,0,0,0.270968401,0.52198096,2.525429527,0.988664056
TIC 358179405,107.081637,-74.224548,0.291741378,5084.964843,60.72442205,0.805632949,3.387774079,0.446272056,0.933618732,0.017887637,0.067719098,0.018769621,0,0,0.283129054,0.492914338,2.251756254,0.988120272
TIC 199682033,252.4161011,58.25682499,0.296647416,5943,59.7994202,1.028687056,1.44280049,0.33338985,0.860509543,0.022511359,0.162359942,0.046326723,0,0,0.361955103,0.42601964,0.797810453,0.951093111
TIC 364912573,301.408251,52.431866,0.445133992,5850,65.02698159,0.448441445,0.441398442,0.058456916,0.999735305,0.003171508,0.021995483,0.006253014,0,0,0.454683922,0.312076643,,0.996876733
TIC 169814134,297.6400819,40.23608457,0.707135529,6379.5,68.8237134,0.789788021,0.262985659,0.03718792,1.018764535,0.002847505,0.43449606,0.047204676,0,0,0.522098278,0.295940166,0.333559179,0.998175987
TIC 49735506,352.6901593,-10.58659835,0.330042657,5766,54.38172526,0.466073903,7.019476089,0.462054906,0.864611387,0.003194976,0.67674648,0.035740758,0,0,0.257373813,0.576538365,2.980959587,0.989670704
TIC 122796551,117.6895572,-0.003164662,0.313057733,5183.304687,69.41751346,0.248059242,3.435509712,0.15211637,0.954262299,0.000739482,0.013165237,0.001605092,0,0,0.278773773,0.491223704,,0.986058476
TIC 452819172,73.18132313,3.210871783,0.412005525,7403,73.08843335,0.238643162,0.146781769,0.001501094,0.943919149,0.003039668,0.191809561,0.011623631,0,0,0.556313519,0.237884813,0.153975918,0.999073721
TIC 290410988,235.807507,-86.801999,0.285810085,5850,82.1642668,0.153052335,2.069834371,0.024066996,0.959865342,0.000868843,0.123398848,0.006557702,0,0,0.327058623,0.453693471,1.667918954,0.994891515
TIC 631474882,24.73386343,-58.57964027,0.441231365,5823.333496,46.56867334,0.526229608,1.850337403,0.218801213,0.903063962,0.006988406,0.352021368,0.032943103,0,0,0.355291327,0.461685652,1.173970356,0.987516137
TIC 212377300,26.855553,-17.06651239,0.282811163,5273.366699,74.54290167,0.504821599,4.072757515,0.131719345,0.864533623,0.001330813,0.881443694,0.012100298,0.494992589,0.009310143,0.318775091,0.551614407,1.666015479,0.9907896
TIC 258773798,286.1778959,66.30198844,0.336304348,5286.899902,57.43048644,0.26315864,4.937260799,0.187841377,0.851372857,0.002790721,0.29055744,0.002898598,0,0,0.266386175,0.535021587,2.028430202,0.995188304
TIC 139703005,66.49419764,-21.48255141,0.332108812,5447.799804,73.45484906,0.168306796,0.572481312,0.020432448,0.961790255,0.000939031,0.057321992,0.000765089,0,0,0.434066157,0.336403805,0.517752917,0.989983169
TIC 387513384,43.00708511,9.510712102,0.297377914,4964.666504,67.77838381,0.354446504,3.89989542,0.298498152,0.928216894,0.001518158,0.071163273,0.013731312,0,0,0.272558493,0.505247031,2.446267768,0.980560077
TIC 461637324,21.12862044,85.01867619,0.733605713,6430.722656,60.92457559,0.35785973,0.259646816,0.018282708,1.014840206,0.002652985,0.490984445,0.031596677,0,0,0.526114758,0.298302059,0.329280535,0.997451003
TIC 204325855,346.9525761,-22.04654078,0.484732168,6524,88.69445564,3.125226719,0.389271854,0.010438084,1.000794469,0.002007943,0.241965757,0.017684359,0.270503169,0.012524069,0.4798845,0.317176433,0.435050148,0.999306637
TIC 441105436,323.8297321,-27.38046605,0.369084201,5389.333496,64.93107486,0.117023196,3.58620424,0.081872451,0.897437055,0.001607116,0.1242248,0.008161734,0,0,0.282088493,0.500812099,2.030134388,0.992872372
TIC 31529171,89.666096,-68.196057,0.461811696,6487.745117,55.67633208,0.543575908,0.390608709,0.053906814,0.98438065,0.009909382,0.220472203,0.032593316,0.065919683,0.007274099,0.478205276,0.315954862,0.412746638,0.995261346
TIC 322063571,14.39471748,-52.76566783,0.291463102,4978.5,57.49940272,0.155805529,2.627310085,0.039631133,0.879108841,0.00351811,0.099444592,0.00685617,0,0,0.305406202,0.472701577,1.31768707,0.987257168
TIC 158218818,286.4997638,43.1304928,0.423802356,5738,76.54681537,0.70852105,2.477383956,0.349491673,0.981076572,0.002888587,0.088000934,0.012078116,0,0,0.30943251,0.466873738,2.128915024,0.997061819
TIC 41994216,23.65323411,-39.46977507,0.290503275,5314,51.49510962,0.188769064,4.003607001,0.176383385,0.864926779,0.003328659,0.235557785,0.015340228,0,0,0.279892023,0.515693425,1.838795464,0.994809485
TIC 434097226,352.5077267,-11.90841941,0.445353467,5908,89.65759237,0.428324689,0.254964289,0.001084648,0.939945262,0.001043761,0.153820598,0.009072377,0,0,0.509872839,0.276831993,0.236490418,0.995443265
TIC 331201939,310.538646,21.93156353,0.554580034,7221.72998,69.67556249,0.515738776,0.238598898,0.018449386,0.994436548,0.002030049,0.224802143,0.029384854,0,0,0.518865515,0.27565861,0.276214002,0.997159121
TIC 158389967,287.1246376,43.60017812,0.392919061,5460,82.38262996,0.274346823,1.814775296,0.055884748,0.93927428,0.0015514,0.212936985,0.017036193,0,0,0.345587177,0.449226524,1.334520861,0.991553729
TIC 27073513,294.1693871,50.85707438,0.667511574,6958,74.0815241,0.678883213,0.07731456,0.002089513,1.033825348,0.005365195,0.714729264,0.071478179,0,0,0.617210431,0.212800103,0.126042079,0.998214669
